info,url,more,time
Гіды дапамогуць жыхарам Гродна зірнуць на горад па-новаму,/be/news/20160912/1473665120-gidy-dapamoguc-zhyharam-grodna-zirnuc-na-gorad-pa-novamu,На чатырох маршрутах тралейбусаў будуць працаваць прафесійныя гіды і экскурсаводы.,12.09.2016
ААН: больш за 100 чалавек загінулі пры паводцы ў КНДР,/be/news/20160912/1473661178-aan-bolsh-za-100-chalavek-zaginuli-pry-pavodcy-u-kndr,"Не менш за 130 чалавек загінулі ў выніку паводкі ў правінцыі Хамгён-Пухто ў Паўночнай Карэі, паведамляе ўпраўленне ААН па каардынацыі гуманітарных пытанняў.",12.09.2016
Ігар Бокій заваяваў бронзавую ўзнагароду на Паралімпійскіх гульнях,/be/news/20160912/1473662191-igar-bokiy-zavayavau-bronzavuyu-uznagarodu-na-paralimpiyskih-gulnyah,Вышэй у падагульняючым пратаколе размясціліся Аляксей Фядына з Украіны і Фірдаўсбек Мусабекаў з Узбекістана.,12.09.2016
У Хілары Клінтан дыягнаставалі пнеўманію,/be/news/20160912/1473660796-u-hilary-klintan-dyyagnastavali-pneumaniyu,"Дактары пацвердзілі, што кандыдат у прэзідэнты ЗША ад Дэмакратычнай партыі лечыцца ад запалення лёгкіх з пятніцы.",12.09.2016
Прэзідэнцкі аркестр Беларусі перамог на конкурсе ў Туркменістане,/be/news/20160912/1473660806-prezidencki-arkestr-belarusi-peramog-na-konkurse-u-turkmenistane,За ўклад у развіццё туркмена-беларускіх культурных сувязей галоўны дырыжор калектыву Віктар Бабарыкін узнагароджаны залатым ланцужком Прэзідэнта Туркменістана.,12.09.2016
Прагноз надвор'я на 12 верасня,/be/news/20160911/1473595374-pragnoz-nadvorya-na-12-verasnya,Цёплае і сухое надвор'е захаваецца 12 верасня ў Беларусі.,12.09.2016
Лідзія Ярмошына лічыць магчымым прадстаўніцтва 30% жанчын у парламенце,/be/news/20160911/1473627494-lidziya-yarmoshyna-lichyc-magchymym-pradstaunictva-30-zhanchyn-u-parlamence,Старшыня Цэнтральнай камісіі Беларусі па выбарах і правядзенні рэспубліканскіх рэферэндумаў Лідзія Ярмошына лічыць магчымым 30-працэнтнае п,11.09.2016
"Лідзія Ярмошына: людзі цікавіліся выбарамі болей, чым 4 гады таму",/be/news/20160911/1473625570-lidziya-yarmoshyna-lyudzi-cikavilisya-vybarami-boley-chym-4-gady-tamu,Такое меркаванне выказала 11 верасня журналістам старшыня Цэнтрвыбаркама Лідзія Ярмошына.,11.09.2016
"ЦВК: Яўка на выбарах склала 74,32%",/be/news/20160911/1473623263-cvk-yauka-na-vybarah-sklala-7432,"Яўка выбаршчыкаў на выбарах дэпутатаў Палаты прадстаўнікоў Нацыянальнага сходу Беларусі шостага склікання склала 74,32%.",11.09.2016
Рыгор Рапота: парламенцкія выбары арганізаваны на высокім узроўні,/be/news/20160911/1473620480-rygor-rapota-parlamenckiya-vybary-arganizavany-na-vysokim-uzrouni,"Пра гэта заявіў 11 верасня журналістам Дзяржаўны сакратар Саюзнай дзяржавы, наведваючы выбарчы ўчастак нумар 476.",11.09.2016
У Мадрыдзе прайшла масавая акцыя пратэсту супраць карыды,/be/news/20160911/1473595216-u-madrydze-prayshla-masavaya-akcyya-pratestu-suprac-karydy,"Удзельнікі акцыі неслі плакаты з надпісамі ""Карыда - школа жорсткасці"" і ""Карыда - нацыянальная ганьба"".",11.09.2016
ЦВК: парламенцкія выбары адбыліся ва ўсіх 110 акругах,/be/news/20160911/1473620583-cvk-parlamenckiya-vybary-adbylisya-va-usih-110-akrugah,"Яўка выбаршчыкаў па стане на 18.00 склала 67,66 працэнта.",11.09.2016
Выбарчыя ўчасткі на парламенцкіх выбарах у Беларусі закрыліся,/be/news/20160911/1473615536-vybarchyya-uchastki-na-parlamenckih-vybarah-u-belarusi-zakrylisya,"Цяпер выбаркамы пачалі падлік галасоў. Усяго працавала 6 018 участкаў, у тым ліку 47 - за мяжой.",11.09.2016
"Мультфільм ""Таемнае жыццё хатніх жывёл"" можа сабраць у Беларусі $1 млн",/be/news/20160911/1473608690-multfilm-taemnae-zhyccyo-hatnih-zhyvyol-mozha-sabrac-u-belarusi-1-mln,"Мультфільм ""Таемнае жыццё хатніх жывёл"" у Беларусі паглядзелі амаль 340 тысяч чалавек, паведамілі ў кампаніі Universal Pictures International.",11.09.2016
"Памерла гераіня легендарнага здымку ""Пацалунак на Таймс-сквер""",/be/news/20160911/1473595046-pamerla-gerainya-legendarnaga-zdymku-pacalunak-na-tayms-skver,"Афіцыйная назва здымка - ""Дзень Перамогі над Японіяй на Таймс-сквер"", але часта яе называюць проста - ""Пацалунак"".",11.09.2016
Прэзідэнт лічыць недапушчальным падзел грамадства па моўным прынцыпе,/be/news/20160911/1473606514-prezident-lichyc-nedapushchalnym-padzel-gramadstva-pa-mounym-pryncype,"Аб гэтым кіраўнік дзяржавы заявіў сёння, адказваючы на пытанні журналістаў.",11.09.2016
Канцэрт класічнай музыкі арганізавалі на адным з участкаў у Брэсце,/be/news/20160911/1473606320-kancert-klasichnay-muzyki-arganizavali-na-adnym-z-uchastkau-u-bresce,Музычны сюрпрыз зладзілі для выбаршчыкаў участка №27 горада Брэста.,11.09.2016
"Прэзідэнт расказаў, чаму трымае справу Юрыя Чыжа на кантролі",/be/news/20160911/1473603937-prezident-raskazau-chamu-trymae-spravu-yuryya-chyzha-na-kantroli,"Прэзідэнт Беларусі Аляксандр Лукашэнка, адказваючы сёння на пытанні журналістаў, расказаў, чаму трымае крымінальную справу ў адносінах да Юрыя Чыжа на кантролі.",11.09.2016
Расійскі гоншчык загінуў падчас тэстаў новага аўтамабіля,/be/news/20160911/1473551372-rasiyski-gonshchyk-zaginuu-padchas-testau-novaga-autamabilya,"Расійскі гоншчык Яўген Фірсаў загінуў у ходзе правядзення гоначных тэстаў новага ралійнага аўтамабіля, паведамляе Расійская аўтамабільная ф",11.09.2016
Прэзідэнт: вынас сцяга Расіі на Паралімпіядзе – жэст салідарнасці,/be/news/20160911/1473602551-prezident-vynas-scyaga-rasii-na-paralimpiyadze-zhest-salidarnasci,Аляксандр Лукашэнка лічыць вынас беларускай дэлегацыяй расійскага сцяга на адкрыцці Паралімпіяды ў Рыа-дэ-Жанэйра жэстам салідарнасці і пратэстам супраць несправядлівасці.,11.09.2016
Сяргей Лебедзеў: выбары ў Беларусі праходзяць арганізавана і спакойна,/be/news/20160911/1473602131-syargey-lebedzeu-vybary-u-belarusi-prahodzyac-arganizavana-i-spakoyna,"Аб гэтым паведаміў сёння журналістам старшыня Выканаўчага камітэта - выканаўчы сакратар СНД, кіраўнік місіі наглядальнікаў ад Садружнасці Сяргей Лебедзеў.",11.09.2016
 Прэзідэнт: 2 гадзіны ў дзень трэба знайсці для заняткаў спортам,/be/news/20160911/1473599728-prezident-2-gadziny-u-dzen-treba-znaysci-dlya-zanyatkau-sportam,"Такі пункт гледжання выказаў сёння Прэзідэнт Беларусі Аляксандр Лукашэнка, адказваючы на пытанні журналістаў.",11.09.2016
"""Дынама"" атрымала першую перамогу ў новым сезоне КХЛ",/be/news/20160911/1473549782-dynama-atrymali-pershuyu-peramogu-u-novym-sezone-khl,"Яны абыгралі на выездзе ""Салават Юлаеў"" з лікам 2:1.",11.09.2016
"Прэзідэнт: хачу, каб апазіцыя ў краіне існавала і была канструктыўнай",/be/news/20160911/1473598894-prezident-hachu-kab-apazicyya-u-kraine-isnavala-i-byla-kanstruktyunay,Аб гэтым Аляксандр Лукашэнка ён заявіў сёння журналістам.,11.09.2016
Аляксандр Лукашэнка: нам трэба захаваць самабытнасць Мінска,/be/news/20160911/1473598290-alyaksandr-lukashenka-nam-treba-zahavac-samabytnasc-minska,Аб гэтым Прэзідэнт Беларусі Аляксандр Лукашэнка заявіў сёння журналістам.,11.09.2016
Выбары прэзідэнта Аўстрыі могуць быць перанесены з-за дрэннага клею,/be/news/20160911/1473551480-vybary-prezidenta-austryi-moguc-byc-peraneseny-z-za-drennaga-kleyu,"Як паведамляе мясцовая прэса, выбаршчыкі паскардзіліся на тое, што бюлетэні немагчыма надзейна заляпіць.",11.09.2016
Анатоль Калінін: у парламент не трапляюць выпадковыя людзі,/be/news/20160911/1473596932-anatol-kalinin-u-parlament-ne-traplyayuc-vypadkovyya-lyudzi,Выбаршчыкі аддадуць галасы за самых дастойных кандыдатаў у дэпутаты Палаты прадстаўнікоў шостага склікання.,11.09.2016
"Прэзідэнт: мы рабілі ўсё, каб да нас не было прэтэнзій з боку Захаду",/be/news/20160911/1473594712-prezident-my-rabili-usyo-kab-da-nas-ne-bylo-pretenziy-z-boku-zahadu, Аб гэтым заявіў журналістам кіраўнік дзяржавы Аляксандр Лукашэнка.,11.09.2016
Прэзідэнт: дэпутаты павінны быць больш палітычна актыўнымі,/be/news/20160911/1473593661-prezident-deputaty-pavinny-byc-bolsh-palitychna-aktyunymi,Аб гэтым Прэзідэнт Беларусі Аляксандр Лукашэнка заявіў сёння журналістам.,11.09.2016
Міны часоў вайны знайшлі і абясшкодзілі ў Дзяржынскім раёне,/be/news/20160911/1473550756-miny-chasou-vayny-znayshli-i-abyasshkodzili-u-dzyarzhynskim-rayone,Мінамётныя міны часоў Вялікай Айчыннай вайны знойдзены ў Дзяржынскім раёне Мінскай вобласці.,11.09.2016
Прэзідэнт: дыялог з Захадам развіваецца не на шкоду сувязям з Усходам,/be/news/20160911/1473592904-prezident-dyyalog-z-zahadam-razvivaecca-ne-na-shkodu-suvyazyam-z-ushodam,Аб гэтым заявіў сёння журналістам Прэзідэнт Беларусі Аляксандр Лукашэнка.,11.09.2016
Крымінальнае праследаванне пагражае пенсіянеру за 46 шчупакоў,/be/news/20160911/1473549562-kryminalnae-prasledavanne-pagrazhae-pensiyaneru-za-46-shchupakou,Пра гэта паведамілі ў прэс-службе Дзяржаўнай інспекцыі аховы жывёльнага і расліннага свету пры Прэзідэнце Беларусі.,11.09.2016
ЦВК: кампаніі па зрыву выбараў абарочваюцца супраць іх арганізатараў,/be/news/20160911/1473592736-cvk-kampanii-pa-zryvu-vybarau-abarochvayucca-suprac-ih-arganizatarau,Аб гэтым заявіла на прэс-канферэнцыі Лідзія Ярмошына.,11.09.2016
"Яўка выбаршчыкаў на парламенцкіх выбарах на 12.00 склала 42,3%",/be/news/20160911/1473591853-yauka-vybarshchykau-na-parlamenckih-vybarah-na-1200-sklala-423,Такія даныя размешчаны на сайце Цэнтрвыбаркама.,11.09.2016
Прэзідэнт: дэпутаты павінны настройвацца на цяжкую заканатворчую працу,/be/news/20160911/1473589707-prezident-deputaty-pavinny-nastroyvacca-na-cyazhkuyu-zakanatvorchuyu-pracu,Аб гэтым Прэзідэнт Беларусі Аляксандр Лукашэнка заявіў сёння журналістам.,11.09.2016
Прэзідэнт: кошт паслуг ЖКГ у 2017 годзе вырасце ў эквіваленце $5,/be/news/20160911/1473589528-prezident-kosht-paslug-zhkg-u-2017-godze-vyrasce-u-ekvivalence-5,"Прэзідэнт падкрэсліў, што канцэптуальная пазіцыя заключаецца ў тым, што той, хто можа плаціць, павінен гэта рабіць у неабходным аб'ёме.",11.09.2016
Прэзідэнт аб арышце Чыжа: ён сам захацеў гэтай долі,/be/news/20160911/1473589366-prezident-ab-aryshce-chyzha-yon-sam-zahaceu-getay-doli,Прэзідэнт Беларусі Аляксандр Лукашэнка аб арышце Юрыя Чыжа сёння сказаў журналістам: ён сам захацеў гэтай долі.,11.09.2016
ЦВК: галасаванне на 12 закрытых ваенных участках завершана,/be/news/20160911/1473587726-cvk-galasavanne-na-12-zakrytyh-vaennyh-uchastkah-zavershana,Прадаўжаецца галасаванне ў бальніцах і ў санаторыях.,11.09.2016
Прэзідэнт: Беларусь і Расія практычна дамовіліся па газавым пытанні,/be/news/20160911/1473587407-prezident-belarus-i-rasiya-praktychna-damovilisya-pa-gazavym-pytanni,Аб гэтым заявіў сёння журналістам Прэзідэнт Беларусі Аляксандр Лукашэнка.,11.09.2016
Прэзідэнт: дэпутаты не павінны забываць аб сваіх абяцаннях,/be/news/20160911/1473587313-prezident-deputaty-ne-pavinny-zabyvac-ab-svaih-abyacannyah,Аб гэтым Прэзідэнт Беларусі Аляксандр Лукашэнка заявіў сёння журналістам.,11.09.2016
Лілія Ананіч: СМІ зрабілі ўсё для дэмакратычнага правядзення выбараў,/be/news/20160911/1473585052-liliya-ananich-smi-zrabili-usyo-dlya-demakratychnaga-pravyadzennya-vybarau,Такое меркаванне выказала журналістам міністр інфармацыі.,11.09.2016
"Яўка выбаршчыкаў на парламенцкіх выбарах на 10.00 склала 34,38%",/be/news/20160911/1473584688-yauka-vybarshchykau-na-parlamenckih-vybarah-na-1000-sklala-3438,"Яўка выбаршчыкаў на выбарах дэпутатаў Палаты прадстаўнікоў па стане на 10.00 склала 34,38 працэнта.",11.09.2016
Анатоль Ліс: дэпутатам парламента мусіць быць чалавек са школай жыцця,/be/news/20160911/1473582206-anatol-lis-deputatam-parlamenta-music-byc-chalavek-sa-shkolay-zhyccya,"Такое меркаванне выказаў 11 верасня, размаўляючы з журналістамі, старшыня Брэсцкага аблвыканкама.",11.09.2016
"Андрэй Канчалоўскі атрымаў ""Срэбнага льва"" на Венецыянскім фестывалі",/be/news/20160911/1473551193-andrey-kanchalouski-atrymau-srebnaga-lva-na-venecyyanskim-festyvali,"Расійскі кінарэжысёр Андрэй Канчалоўскі атрымаў ""Срэбнага льва"" на 73-м Венецыянскім кінафестывалі за гістарычную драму ""Рай"".",11.09.2016
Аляксандр Лукашэнка прагаласаваў на парламенцкіх выбарах,/be/news/20160911/1473581714-alyaksandr-lukashenka-pragalasavau-na-parlamenckih-vybarah,На выбарчы ўчастак Прэзідэнт прыбыў разам з малодшым сынам Мікалаем.,11.09.2016
Лідзія Ярмошына: усе звароты наглядальнікаў эфектыўна вырашаюцца,/be/news/20160911/1473579956-lidziya-yarmoshyna-use-zvaroty-naglyadalnikau-efektyuna-vyrashayucca,Аб гэтым заявіла сёння журналістам старшыня Цэнтрвыбаркама,11.09.2016
Прэзідэнт прыме ўдзел у галасаванні на парламенцкіх выбарах,/be/news/20160911/1473579530-prezident-pryme-udzel-u-galasavanni-na-parlamenckih-vybarah,Аб гэтым паведамілі ў прэс-службе беларускага лідара.,11.09.2016
Інфармацыйны цэнтр ЦВК пачаў работу ў Палацы Рэспублікі ў Мінску,/be/news/20160911/1473579446-infarmacyyny-centr-cvk-pachau-rabotu-u-palacy-respubliki-u-minsku,"Інфармацыйны цэнтр Цэнтральнай камісіі Беларусі па выбарах і правядзенні рэспубліканскіх рэферэндумаў ""Выбары-2016"" пачаў сваю работу ў Пал",11.09.2016
Плывец Ігар Бокій стаў двухразовым чэмпіёнам Паралімпіяды ў Рыа,/be/news/20160911/1473575903-plyvec-igar-bokiy-stau-dvuhrazovym-chempiyonam-paralimpiyady-u-rya,Плывец Ігар Бокій стаў двухразовым чэмпіёнам XV летніх Паралімпійскіх гульняў у Рыа-дэ-Жанэйра.,11.09.2016
Прэзідэнт павіншаваў Аляксандра Трыпуця з бронзавым медалём,/be/news/20160911/1473576294-prezident-pavinshavau-alyaksandra-trypucya-z-bronzavym-medalyom,Пра гэта паведамілі ў прэс-службе беларускага лідара.,11.09.2016
"У датэрміновым галасаванні прынялі ўдзел 31,29% выбаршчыкаў",/be/news/20160911/1473576167-u-daterminovym-galasavanni-prynyali-udzel-3129-vybarshchykau,Такая інфармацыя размешчана на сайце ЦВК.,11.09.2016
"Мужчыну, які рабіў замах на Рэйгана, выпусцілі з лячэбніцы",/be/news/20160911/1473551044-muzhchynu-yaki-rabiu-zamah-na-reygana-vypuscili-z-lyachebnicy,"Джон Хінклі-малодшы, які здзейсніў няўдалы замах на прэзідэнта ЗША Рональда Рэйгана 35 гадоў таму, выпушчаны з псіхіятрычнай лячэбніцы.",11.09.2016
Узмоцненыя меры бяспекі дзейнічаюць на ўсіх выбарчых участках,/be/news/20160911/1473574067-uzmocnenyya-mery-byaspeki-dzeynichayuc-na-usih-vybarchyh-uchastkah,Пра гэта паведамілі ў прэс-службе Міністэрства ўнутраных спраў Беларусі.,11.09.2016
Прагноз надвор’я на 11 верасня,/be/news/20160911/1473548648-pragnoz-nadvorya-na-11-verasnya,"Прагназуецца пераменная воблачнасць, пераважна без ападкаў.",11.09.2016
Участкі для галасавання на парламенцкіх выбарах адкрыліся ў Беларусі,/be/news/20160911/1473572973-uchastki-dlya-galasavannya-na-parlamenckih-vybarah-adkrylisya-u-belarusi,Участкі для галасавання на выбарах дэпутатаў Палаты прадстаўнікоў Нацыянальнага сходу Беларусі шостага склікання адкрыліся сёння ў 8.00 і п,11.09.2016
Створана піўная карта Парыжа,/be/news/20160909/1473426528-stvorana-piunaya-karta-paryzha,"У інтэрнэце з'явілася карта Парыжа, на якой пазначаны месцы, дзе можна купіць таннае піва.",10.09.2016
Каналы Белтэлерадыёкампаніі будуць асвятляць ход парламенцкіх выбараў,/be/news/20160909/1473435072-kanaly-belteleradyyokampanii-buduc-asvyatlyac-hod-parlamenckih-vybarau,Паведамілі ў прэс-службе Белтэлерадыёкампаніі.,10.09.2016
Настаўнік матэматыкі дадаў у экзамен пытанне на веданне свайго твару,/be/news/20160909/1473424525-nastaunik-matematyki-dadau-u-ekzamen-pytanne-na-vedanne-svaygo-tvaru,Настаўнік па матэматыцы з ЗША дадаў у экзамен дадатковае заданне на веданне свайго твару.,10.09.2016
"Беларусь у студзені-ліпені скараціла імпарт тавараў і паслуг на 12,2%",/be/news/20160909/1473427016-belarus-u-studzeni-lipeni-skaracila-impart-tavarau-i-paslug-na-122,"Пра гэта сведчаць статыстычныя дадзеныя, апублікаваныя на сайце Нацыянальнага банка.",10.09.2016
Індыя забараніла ўключаць на борце самалётаў Galaxy Note 7,/be/news/20160909/1473432899-indyya-zabaranila-uklyuchac-na-borce-samalyotau-galaxy-note-7,Уключаць і зараджаць на борце самалётаў смартфоны Galaxy Note 7 кампаніі Samsung забараніла міністэрства грамадзянскай авіяцыі Індыі з-за пагрозы выбуху тэлефона.,10.09.2016
На выбарчых участках будуць дзяжурыць медработнікі,/be/news/20160909/1473432366-na-vybarchyh-uchastkah-buduc-dzyazhuryc-medrabotniki,Аб гэтым паведаміў старшыня камітэта па ахове здароўя Мінгарвыканкама Ігар Юркевіч.,10.09.2016
"На экраны выходзіць рымейк вестэрна ""Цудоўная сямёрка""",/be/news/20160909/1473421059-na-ekrany-vyhodzic-rymeyk-vesterna-cudounaya-syamyorka,"У верасні на экраны кінатэатраў свету выходзіць рымейк вестэрна ""Цудоўная сямёрка"" з чарнаскурым Дэнзелам Вашынгтонам, а таксама карэйцам, мексіканцам і індзейцам у галоўных ролях.",10.09.2016
Міхаіл Мясніковіч: Да выбараў была праведзена вялікая праца,/be/news/20160910/1473507132-mihail-myasnikovich-da-vybarau-byla-pravedzena-vyalikaya-praca,У тым ліку ў дачыненні да лібералізацыі выбарчых працэдур.,10.09.2016
"Кінафестываль ""Лістапад"" пройдзе пад слоганам ""Насустрач натхненню""",/be/news/20160909/1473432011-kinafestyval-listapad-proydze-pad-sloganam-nasustrach-nathnennyu,"ММКФ ""Лістапад"" кожны год аб'яўляе візуальнае афармленне і слоган.",10.09.2016
"Апублікаваны план, які закліканы знізіць узровень гвалту ў Сірыі",/be/news/20160910/1473496848-apublikavany-plan-yaki-zaklikany-znizic-uzroven-gvaltu-u-siryi,А пазней перайсці да мірнага ўрэгулявання сітуацыі.,10.09.2016
Беларускі акадэмічны музычны тэатр падрыхтуе дзве прэм'еры,/be/news/20160909/1473431681-belaruski-akademichny-muzychny-teatr-padryhtue-dzve-premery,"У тэатры працуюць над балетам Пятра Чайкоўскага ""Лебядзінае возера"" і мюзіклам Кіма Брэйтбурга ""Джэйн Эйр"".",10.09.2016
Пры выбуху на фабрыцы Бангладэша загінулі 15 чалавек,/be/news/20160910/1473495351-pry-vybuhu-na-fabrycy-u-bangladeshy-zaginuli-15-chalavek,Яшчэ каля 70 пацярпелі.,10.09.2016
"Адзін чалавек загінуў, семнаццаць эвакуіраваны пры пажары ў Салігорску",/be/news/20160910/1473494685-adzin-chalavek-zaginuu-semnaccac-evakuiravany-pry-pazhary-u-saligorsku,Аб гэтым паведамілі ў прэс-службе Міністэрства па надзвычайных сітуацыях.,10.09.2016
"Запрашае традыцыйнае свята ""Рыцарскі фэст. Мсціслаў-2016”",/be/news/20160909/1473429481-zaprashae-tradycyynae-svyata-rycarski-fest-mscislau-2016,Фэст пройдзе з 23 па 24 верасня. Мсціслаў з'яўляецца адным з самых старажытных гарадоў Беларусі.,10.09.2016
У Італіі праз два тыдні пасля землятрусу выратавалі ката,/be/news/20160909/1473425929-u-italii-praz-dva-tydni-paslya-zemlyatrusu-vyratavali-kata,У італьянскім горадзе Аматрычэ праз 16 дзён пасля землятрусу падчас пошукава-выратавальнай аперацыі і разбору завалаў знайшлі ката.,10.09.2016
Прагноз надвор'я на 10 верасня,/be/news/20160909/1473428678-pragnoz-nadvorya-na-10-verasnya,Чакаецца цёплае надвор'е.,10.09.2016
Аўстралійскія навукоўцы распрацавалі курс выжывання на Марсе,/be/news/20160909/1473427759-australiyskiya-navukoucy-raspracavali-kurs-vyzhyvannya-na-marse,Незвычайны онлайн-курс распрацавалі аўстралійскія навукоўцы з універсітэта Монаш (Мэльбурн). Яны запрашаюць усіх жадаючых асвоіць навыкі жыцця на Марсе.,09.09.2016
Генеральны сакратар АДКБ наведае Беларусь 10-13 верасня,/be/news/20160909/1473428438-generalny-sakratar-adkb-navedae-belarus-10-13-verasnya,Пра гэта паведаміў прэс-сакратар АДКБ Уладзімір Зайнетдзінаў.,09.09.2016
"New York Times двойчы памылілася, крытыкуючы палітыка",/be/news/20160909/1473427377-new-york-times-dvoychy-pamylilasya-krytykuyuchy-palityka,"Газета New York Times, якая з'яўляецца адной з самых аўтарытэтных у ЗША, рэзка раскрытыкавала кандыдата ў прэзідэнты ад Лібертарыянскай пар",09.09.2016
"""Электронную школу"" створаць у Лёзна",/be/news/20160909/1473427900-elektronnuyu-shkolu-stvorac-u-lyozna,Такая інфармацыя размешчана на сайце мабільнага аператара МТС.,09.09.2016
Арыштаваны хакеры па справе аб узломе пошты дырэктара ЦРУ,/be/news/20160909/1473426043-aryshtavanyya-hakery-pa-sprave-ab-uzlome-poshty-dyrektara-cru,Двое амерыканцаў арыштаваныя па абвінавачванні ў аказанні дапамогі ва ўзломе электроннай пошты высокапастаўленых урадавых чыноўнікаў ЗША.,09.09.2016
"Пашпарты гатоўнасці да ацяпляльнага сезона атрымалі 61,7% спажыўцоў",/be/news/20160909/1473427644-pashparty-gatounasci-da-acyaplyalnaga-sezona-atrymali-617-spazhyucou,"Самы высокі працэнт гатоўнасці - у Гомельскай вобласці (99,6% пашпартоў гатоўнасці спажыўцоў і 99,7% пашпартоў гатоўнасці цеплакрыніц).",09.09.2016
НАСА запусціла апарат для збору пылу з астэроіда,/be/news/20160909/1473425432-nasa-zapuscila-aparat-dlya-zboru-pylu-z-asteroida,"Амерыканскае касмічнае агенцтва запусціла касмічны апарат да астэроід Бену, каб атрымаць узор грунту.",09.09.2016
Прэзідэнт прыняў з дакладам кіраўніка КДБ і памочніка па нацбяспецы,/be/news/20160909/1473434311-prezident-prynyau-z-dakladam-kiraunika-kdb-i-pamochnika-pa-nacbyaspecy,Аб гэтым паведамілі ў прэс-службе беларускага лідара.,09.09.2016
У Акадэміі навук выконваюцца праекты з Кітаем на суму каля $4 млн,/be/news/20160909/1473432766-nan-belarusi-supracounichae-z-kitayskimi-partnyorami-na-sumu-kalya-4-mln,У Акадэміі навук адбылася сустрэча з прадстаўнікамі кітайскіх карпарацый.,09.09.2016
Дзевяцікласнік памёр на ўроку рускай мовы ў Татарстане,/be/news/20160909/1473431900-dzevyaciklasnik-pamyor-na-uroku-belaruskay-movy-u-tatarstane,У Татарстане вучань памёр падчас урока рускай мовы ў школе.,09.09.2016
"""Бібліяноч-2016"" у Гомелі пройдзе ""ў гасцях у шляхціца Завальні""",/be/news/20160909/1473426302-bibliyanoch-2016-u-gomeli-proydze-u-gascyah-u-shlyahcica-zavalni,Пра гэта паведамілі ў Цэнтральнай гарадской бібліятэцы імя А.І. Герцэна.,09.09.2016
Новага прэзідэнта Узбекістана абяруць у снежні,/be/news/20160909/1473424206-novaga-prezidenta-uzbekistana-abyaruc-u-snezhni,"Выбары новага кіраўніка Узбекістана пройдуць 4 снежня, гаворыцца ў паведамленні на сайце ЦВК краіны.",09.09.2016
У Беларусі ў жніўні зафіксавана дэфляцыя,/be/news/20160909/1473424014-u-belarusi-u-zhniuni-zafiksavana-deflyacyya,Такая інфармацыя размешчана на сайце Белстата.,09.09.2016
"""Грынпіс"" паведаміў аб нападзе на лагер эколагаў у Краснадары",/be/news/20160909/1473415804-grynpis-pavedamiu-ab-napadze-na-lager-ekolagau-u-krasnadary,"Арганізацыі ""Экалагічная Вахта па Паўночным Каўказе"" і ""Грынпіс"" паведамляюць пра напад на лагер эколагаў у Краснадарскім краі.",09.09.2016
Стартуюць восеньскія сельскагаспадарчыя кірмашы,/be/news/20160909/1473424379-startuyuc-vosenskiya-selskagaspadarchyya-kirmashy,Даведацца аб месцах правядзення кірмашоў можна на сайце Міністэрства антыманапольнага рэгулявання і гандлю.,09.09.2016
"З фунікулёра на Манблане знялі турыстаў, якія правялі там усю ноч",/be/news/20160909/1473415277-z-funikulyora-na-manblane-znyali-turystau-yakiya-pravyali-tam-usyu-noch,"Некалькі дзясяткаў турыстаў, якія правялі ноч у кабінцы фунікулёра на гары Манблан ў французскіх Альпах, выратаваны.",09.09.2016
"Выстава ""Мастацтва будызму"" адкрыецца ў Мінску",/be/news/20160909/1473416651-vystava-mastactva-budyzmu-adkryecca-u-minsku,Экспанаты - з фондаў Дзяржаўнага Эрмітажа.,09.09.2016
"""Еўрабачанне-2017"" пройдзе ў Кіеве",/be/news/20160909/1473423822-eurabachanne-2017-proydze-u-kieve,"Песенны конкурс ""Еўрабачанне"" ў 2017 годзе пройдзе ў Кіеве. Пра гэта на прэс-канферэнцыі абвясціў прэзідэнт нацыянальнай тэлекампаніі Украіны Зураб Аласанія.",09.09.2016
"На поўначы Іспаніі сышоў з рэек цягнік, ёсць ахвяры",/be/news/20160909/1473423621-na-pounachy-ispanii-syshou-z-reek-cyagnik-yosc-ahvyary,"На поўначы Іспаніі сышоў з рэек пасажырскі цягнік, які рухаўся з галісійскага горада Віга ў Партугалію. У выніку загінулі як мінімум два чалавека.",09.09.2016
Лідзія Ярмошына: выбары каштуюць амаль $10 млн,/be/news/20160909/1473420802-lidziya-yarmoshyna-vybary-kashtuyuc-amal-10-mln,"Аб гэтым 8 верасня расказала старшыня Цэнтрвыбаркама Лідзія Ярмошына ў сваім чарговым відэазвароце, размешчаным на сайце vybory2016.by.",09.09.2016
Прэзідэнт: следчым Беларусі і Расіі ёсць чаму павучыцца адзін у аднаго,/be/news/20160909/1473419959-prezident-sledchym-belarusi-i-rasii-yosc-chamu-pavuchycca-adzin-u-adnago,Аб гэтым Прэзідэнт Беларусі Аляксандр Лукашэнка заявіў на сустрэчы са старшынёй Следчага камітэта Расіі Аляксандрам Бастрыкіным.,09.09.2016
Гледачы могуць стаць удзельнікамі рыцарскага турніру ў Лідскім замку,/be/news/20160909/1473415743-gledachy-moguc-stac-udzelnikami-rycarskaga-turniru-u-lidskim-zamku,Пра гэта паведамілі ў Лідскім раённым цэнтры культуры і народнай творчасці.,09.09.2016
