info,url,more,time
Чыгуначныя білеты часова нельга будзе набыць праз інтэрнэт,/be/news/20160909/1473418004-chygunachnyya-bilety-chasova-nelga-budze-nabyc-praz-internet,10 верасня з 2.00 да 2.30 (да 3.15 з улікам тэхналагічнага перапынку АСУ “Экспрэс”) набыццё білетаў на сайце сістэмы продажу праязных дакументаў праз інтэрнэт (poezd.rw.by) будзе недаступным.,09.09.2016
Серэна Уільямс пазбавілася звання першай ракеткі свету,/be/news/20160909/1473414989-serena-uilyams-pazbavilasya-zvannya-pershay-raketki-svetu,"Амерыканская тэнісістка Серэна Уільямс выбыла з Адкрытага чэмпіянату ЗША па тэнісе (US Open), прайграўшы ў паўфінале Караліне Плішковай з Чэхіі.",09.09.2016
Аляксандра Герасіменя лічыць важным удзел моладзі ў выбарах,/be/news/20160909/1473416814-alyaksandr-gerasimenya-lichyc-vazhnym-udzel-moladzi-u-vybarah,"Лідар нацыянальнай каманды па плаванні Аляксандра Герасіменя пераканана ў асаблівай важнасці ўдзелу маладых людзей у электаральных мерапрыемствах, якія праводзяцца ў краіне.",09.09.2016
Прэзідэнт павіншаваў Ігара Бокія з залатым медалём на Паралімпіядзе,/be/news/20160909/1473415935-prezident-pavinshavau-igara-bokiya-z-zalatym-medalyom-na-paralimpiyadze,Аб гэтым паведамілі ў прэс-службе беларускага лідара.,09.09.2016
У Кобрынскім раёне абакралі пажылую пару,/be/news/20160909/1473415449-cygany-abakrali-pazhyluyu-paru-u-kobrynskim-rayone,"Чатыры цыганкі абрабавалі пажылога гаспадара, няздольнага перасоўвацца з-за захворвання, пакуль яго 84-гадовая жонка працавала ў агародзе.",09.09.2016
"Кітайцы ўпершыню сфатаграфавалі ""небяспечны"" астэроід",/be/news/20160909/1473414091-kitaycy-upershynyu-sfatagrafavali-nebyaspechny-asteroid,Навуковыя супрацоўнікі абсерваторыі Цзыцзіньшань Кітайскай акадэміі навук пры дапамозе спецыяльнага тэлескопа ўпершыню правялі назіранне за астэроідам 2009ES.,09.09.2016
Беларусь і Кітай маюць намер пашыраць дзелавое супрацоўніцтва,/be/news/20160909/1473415147-belarus-i-kitay-mayuc-namer-pashyrac-dzelavoe-supracounictva,Пра гэта паведамілі ў прэс-службе Міністэрства эканомікі.,09.09.2016
Пахвала Трампа Пуціну ўнесла разлад у шэрагі рэспубліканцаў,/be/news/20160909/1473412605-pahvala-trampa-pucinu-unesla-razlad-u-sheragi-respublikancau,Частка паплечнікаў кандыдата ў прэзідэнты ЗША Дональда Трампа па рэспубліканскай партыі раскрытыкавала яго за хвалебныя прамовы ў адрас расійскага прэзідэнта Уладзіміра Пуціна.,09.09.2016
"У Беларусі датэрмінова прагаласавала ўжо 16,71% выбаршчыкаў",/be/news/20160909/1473411843-u-belarusi-daterminova-pragalasavala-uzho-1671-vybarshchykau,"За тры дні (6, 7 і 8 верасня) у датэрміновым галасаванні на выбарах дэпутатаў Палаты прадстаўнікоў Нацыянальнага сходу Беларусі шостага скл",09.09.2016
ЦВК адзначае вялікую колькасць надуманых скаргаў на выбарах,/be/news/20160909/1473406458-cvk-adznachae-vyalikuyu-kolkasc-nadumanyh-skargau-na-vybarah,"Аб гэтым старшыня ЦВК Лідзія Ярмошына заявіла 8 верасня ў эфіры тэлеканала ""Беларусь 1"".",09.09.2016
ЗША рэкамендуюць не карыстацца Samsung Galaxy Note 7 у самалётах,/be/news/20160909/1473404117-zsha-rekamenduyuc-ne-karystacca-samsung-galaxy-note-7-u-samalyotah,Федэральнае авіяцыйнае ўпраўленне ЗША (FAA) папярэдзіла пасажыраў аб небяспецы выкарыстання смартфона Samsung Galaxy Note 7 на борце самалёта з-за праблем з акумулятарамі.,09.09.2016
Прэзідэнт абураны Дзеяннямі Міжнароднага паралімпійскага камітэта,/be/news/20160909/1473404271-prezident-aburany-dzeyannyami-mizhnarodnaga-paralimpiyskaga-kamiteta,Аб гэтым заявіла прэс-сакратар кіраўніка дзяржавы Наталля Эйсмант.,09.09.2016
"КНДР сцвярджае, што правяла пятае ядзернае выпрабаванне",/be/news/20160909/1473402092-kndr-scvyardzhae-shto-pravyala-pyatae-yadzernae-vyprabavanne,"Улады КНДР заявілі, што краіна паспяхова правяла пятае ў сваёй гісторыі выпрабаванне ядзернай зброі. Адпаведнае паведамленне выйшла ў эфір дзяржаўнага тэлебачання Паўночнай Карэі.",09.09.2016
Плывец Ігар Бокій прынёс Беларусі першае золата на Паралімпіядзе,/be/news/20160909/1473402023-plyvec-igar-bokiy-prynyos-belarusi-pershae-zolata-na-paralimpiyadze,"У фінале плавання на дыстанцыі 100 м батэрфляем у катэгорыі S13 Ігар Бокій паказаў вынік 53,85 сек., абнавіўшы свой жа сусветны рэкорд.",09.09.2016
Прэзідэнт: Беларусь высока цэніць адносіны з Таджыкістанам,/be/news/20160909/1473401374-prezident-belarus-vysoka-cenic-adnosiny-z-tadzhykistanam,Прэзідэнт Беларусі Аляксандр Лукашэнка ад імя беларускага народа і сябе асабіста павіншаваў Прэзідэнта Рэспублікі Таджыкістан Эмамалі Рахмо,09.09.2016
Прагноз надвор'я на 9 верасня,/be/news/20160908/1473343703-pragnoz-nadvorya-na-9-verasnya,Чакаецца пераменная воблачнасць.,09.09.2016
Двух членаў беларускай каманды пазбавілі акрэдытацыі на Паралімпіядзе,/be/news/20160908/1473367431-dvuh-chlenau-belaruskay-kamandy-pazbavili-akredytacyi-na-paralimpiyadze,Пра гэта паведаміў старшыня Паралімпійскага камітэта Беларусі Алег Шэпель.,08.09.2016
У расійскай Думе прапанавалі выдаваць правы кіроўцам з 16 гадоў,/be/news/20160908/1473345093-u-dume-prapanavali-uvesci-pravy-kiroucy-z-16-gadou,Першы намеснік старшыні камітэта Дзярждумы па адукацыі Алег Смолін (КПРФ) унёс у Дзярждуму законапраект аб увядзенні юнацкіх вадзіцельскіх пасведчанняў для грамадзян ад 16 да 18 гадоў.,08.09.2016
"Самы крэатыўны балельшчык ""Гонкі легенд"" атрымае спецыяльны прыз",/be/news/20160908/1473343470-samy-kreatyuny-balelshchyk-gonki-legend-atrymae-specyyalny-pryz,"Фестываль ""Гонка легенд - зоркі біятлона за мір"" стане важным этапам, які ў будучым дапаможа Раўбічам прымаць біятлонныя турніры самага высокага ўзроўню.",08.09.2016
"Расіяніна, які лавіў пакемонаў ў храме, перавялі пад хатні арышт",/be/news/20160908/1473344606-blogera-yaki-laviu-pakemonau-u-hrame-peravyali-pad-hatni-arysht,"Свярдлоўскі абласны суд адмяніў рашэнне аб заключэнні пад варту мясцовага відэаблогера Руслана Сакалоўскага, які лавіў пакемонаў ў храме, і перавёў яго пад хатні арышт.",08.09.2016
